Sample	gene	contig	perc_ID	perc_query_length	start	stop
4965	ISEc15_IS3_IS51	3	80.96	100.3252033	430789	429560
4965	oqxa	3	99.4	100	424868	423693
4965	ISEc24_IS3_IS51	3	80.97	99.10569106	430775	429560
5148	oqxa	3	99.4	100	330402	329227
5148	IS1230B_IS3_IS3	3	95.8	101.2841091	334676	333418
5148	oqxa	3	99.4	100	330402	329227
5148	IS3_IS3_IS3	3	82.49	100.7949126	334676	333418
5148	oqxa	3	99.4	100	330402	329227
5148	IS3F_IS3_IS3	3	82.61	101.0333863	334676	333418
5148	oqxa	3	99.4	100	330402	329227
5148	IS3H_IS3_IS3	3	80.82	100.8723236	334676	333418
5148	oqxa	3	99.4	100	330402	329227
5148	ISEal1_IS3_IS3	3	82.59	101.5261044	334676	333418
5148	oqxa	3	99.4	100	330402	329227
5148	ISEc16_IS3_IS3	3	81.16	101.5273312	334676	333418
5148	oqxa	3	99.4	100	330402	329227
5148	ISEc17_IS3_IS3	3	82.54	100.63593	334676	333418
5148	oqxa	3	99.4	100	330402	329227
5148	ISPeat2_IS3_IS3	3	81.01	101.607717	334676	333418
5148	oqxa	3	99.4	100	330402	329227
5148	ISSty2_IS3_IS3	3	96.43	100.1588562	334676	333418
5176	oqxa	2	99.49	100	39191	40366
5176	IS1351_IS3_IS407	2	92.29	100	32506	33711
5176	oqxa	2	99.49	100	39191	40366
5176	ISEcl10_IS3_IS407	2	94.61	100	32506	33711
5177	oqxa	2	99.49	100	376206	375031
5177	IS1351_IS3_IS407	2	92.29	100	382891	381686
5177	oqxa	2	99.49	100	376206	375031
5177	ISEcl10_IS3_IS407	2	94.61	100	382891	381686
5178	oqxa	4	99.49	100	376195	375020
5178	IS1351_IS3_IS407	4	92.29	100	382880	381675
5178	oqxa	4	99.49	100	376195	375020
5178	ISEcl10_IS3_IS407	4	94.61	100	382880	381675
5182	oqxa	2	99.49	100	376206	375031
5182	IS1351_IS3_IS407	2	92.29	100	382891	381686
5182	oqxa	2	99.49	100	376206	375031
5182	ISEcl10_IS3_IS407	2	94.61	100	382891	381686
5184	oqxa	2	99.49	100	39191	40366
5184	IS1351_IS3_IS407	2	92.29	100	32506	33711
5184	oqxa	2	99.49	100	39191	40366
5184	ISEcl10_IS3_IS407	2	94.61	100	32506	33711
5186	oqxa	3	99.49	100	376203	375028
5186	IS1351_IS3_IS407	3	92.29	100	382888	381683
5186	oqxa	3	99.49	100	376203	375028
5186	ISEcl10_IS3_IS407	3	94.61	100	382888	381683
5187	oqxa	8	99.49	100	235763	234588
5187	IS1351_IS3_IS407	8	92.29	100	242448	241243
5187	oqxa	8	99.49	100	235763	234588
5187	ISEcl10_IS3_IS407	8	94.61	100	242448	241243
5188	oqxa	3	99.49	100	39191	40366
5188	IS1351_IS3_IS407	3	92.29	100	32506	33711
5188	oqxa	3	99.49	100	39191	40366
5188	ISEcl10_IS3_IS407	3	94.61	100	32506	33711
5189	oqxa	8	99.49	100	235769	234594
5189	IS1351_IS3_IS407	8	92.29	100	242454	241249
5189	oqxa	8	99.49	100	235769	234594
5189	ISEcl10_IS3_IS407	8	94.61	100	242454	241249
5224	oqxa	4	99.49	100	39191	40366
5224	IS1351_IS3_IS407	4	92.29	100	32506	33711
5224	oqxa	4	99.49	100	39191	40366
5224	ISEcl10_IS3_IS407	4	94.61	100	32506	33711
601529-13	oqxa	10	99.57	100	42110	43285
601529-13	IS1351_IS3_IS407	10	92.21	100	34136	32930
601529-13	oqxa	10	99.57	100	42110	43285
601529-13	ISEcl10_IS3_IS407	10	93.79	100	34136	32930
602822-14	oqxa	5	99.4	100	385226	384051
602822-14	IS1351_IS3_IS407	5	91.38	100	393199	394392
602822-14	oqxa	5	99.4	100	385226	384051
602822-14	ISEcl10_IS3_IS407	5	92.87	100	393199	394392
705349-17	oqxa	26	99.4	100	27133	25958
705349-17	ISEam1_IS3_IS51	26	91.1	97.72357724	33054	31854
705349-17	oqxa	26	99.4	100	27133	25958
705349-17	ISEc14_IS3_IS51	26	97.17	94.64988198	33054	31852
705349-17	oqxa	26	99.4	100	27133	25958
705349-17	ISEc15_IS3_IS51	26	80.96	100.3252033	33054	31825
705349-17	oqxa	26	99.4	100	27133	25958
705349-17	ISEc24_IS3_IS51	26	80.97	99.10569106	33040	31825
713508-17	oqxa	2	99.4	100	424852	423677
713508-17	ISEam1_IS3_IS51	2	91.1	97.72357724	430773	429573
713508-17	oqxa	2	99.4	100	424852	423677
713508-17	ISEc14_IS3_IS51	2	97.17	94.64988198	430773	429571
713508-17	oqxa	2	99.4	100	424852	423677
713508-17	ISEc15_IS3_IS51	2	80.96	100.3252033	430773	429544
713508-17	oqxa	2	99.4	100	424852	423677
713508-17	ISEc24_IS3_IS51	2	80.97	99.10569106	430759	429544
716292-18	oqxa	13	99.23	100	152190	151015
716292-18	ISEhe3_IS3_IS51	13	95.37	100.081367	161122	159894
717236-18	oqxa	3	99.23	100	12726	13901
717236-18	IS1351_IS3_IS407	3	92.29	100	4752	3546
717236-18	oqxa	3	99.23	100	12726	13901
717236-18	ISEcl10_IS3_IS407	3	93.87	100	4752	3546
800187-17	oqxa	8	99.4	100	304895	303720
800187-17	IS1351_IS3_IS407	8	91.47	100	312868	314061
800187-17	oqxa	8	99.4	100	304895	303720
800187-17	ISEcl10_IS3_IS407	8	92.96	100	312868	314061
800656-17	oqxa	2	99.15	100	42935	44110
800656-17	IS1230B_IS3_IS3	2	95.88	101.2841091	38661	39919
800656-17	oqxa	2	99.15	100	42935	44110
800656-17	IS3_IS3_IS3	2	82.57	100.7949126	38661	39919
800656-17	oqxa	2	99.15	100	42935	44110
800656-17	IS3F_IS3_IS3	2	82.6	100.9538951	38661	39919
800656-17	oqxa	2	99.15	100	42935	44110
800656-17	IS3H_IS3_IS3	2	80.9	100.8723236	38661	39919
800656-17	oqxa	2	99.15	100	42935	44110
800656-17	ISEal1_IS3_IS3	2	82.67	101.5261044	38661	39919
800656-17	oqxa	2	99.15	100	42935	44110
800656-17	ISEc16_IS3_IS3	2	81.24	101.5273312	38661	39919
800656-17	oqxa	2	99.15	100	42935	44110
800656-17	ISEc17_IS3_IS3	2	82.62	100.63593	38661	39919
800656-17	oqxa	2	99.15	100	42935	44110
800656-17	ISPeat2_IS3_IS3	2	81.09	101.607717	38661	39919
800656-17	oqxa	2	99.15	100	42935	44110
800656-17	ISSty2_IS3_IS3	2	96.51	100.1588562	38661	39919
801401-17	oqxa	2	99.4	100	424864	423689
801401-17	ISEam1_IS3_IS51	2	91.1	97.72357724	430785	429585
801401-17	oqxa	2	99.4	100	424864	423689
801401-17	ISEc14_IS3_IS51	2	97.17	94.64988198	430785	429583
801401-17	oqxa	2	99.4	100	424864	423689
801401-17	ISEc15_IS3_IS51	2	80.96	100.3252033	430785	429556
801401-17	oqxa	2	99.4	100	424864	423689
801401-17	ISEc24_IS3_IS51	2	80.97	99.10569106	430771	429556
801602-19	oqxa	11	99.4	100	37001	38176
801602-19	ISEam1_IS3_IS51	11	91.1	97.72357724	31080	32280
801602-19	oqxa	11	99.4	100	37001	38176
801602-19	ISEc14_IS3_IS51	11	97.17	94.64988198	31080	32282
801602-19	oqxa	11	99.4	100	37001	38176
801602-19	ISEc15_IS3_IS51	11	80.96	100.3252033	31080	32309
801602-19	oqxa	11	99.4	100	37001	38176
801602-19	ISEc24_IS3_IS51	11	80.97	99.10569106	31094	32309
801978-18	oqxa	14	99.4	100	128999	127824
801978-18	ISEam1_IS3_IS51	14	91.1	97.72357724	134920	133720
801978-18	oqxa	14	99.4	100	128999	127824
801978-18	ISEc14_IS3_IS51	14	97.17	94.64988198	134920	133718
801978-18	oqxa	14	99.4	100	128999	127824
801978-18	ISEc15_IS3_IS51	14	80.96	100.3252033	134920	133691
801978-18	oqxa	14	99.4	100	128999	127824
801978-18	ISEc24_IS3_IS51	14	80.97	99.10569106	134906	133691
802922-18	oqxa	3	99.4	100	42094	43269
802922-18	IS1351_IS3_IS407	3	91.3	100	34121	32929
802922-18	oqxa	3	99.4	100	42094	43269
802922-18	ISEcl10_IS3_IS407	3	92.79	100	34121	32929
804646-17	oqxa	8	99.4	100	37001	38176
804646-17	ISEam1_IS3_IS51	8	91.1	97.72357724	31080	32280
804646-17	oqxa	8	99.4	100	37001	38176
804646-17	ISEc14_IS3_IS51	8	97.17	94.64988198	31080	32282
804646-17	oqxa	8	99.4	100	37001	38176
804646-17	ISEc15_IS3_IS51	8	80.96	100.3252033	31080	32309
804646-17	oqxa	8	99.4	100	37001	38176
804646-17	ISEc24_IS3_IS51	8	80.97	99.10569106	31094	32309
804681-17	oqxa	2	99.4	100	37001	38176
804681-17	ISEam1_IS3_IS51	2	91.1	97.72357724	31080	32280
804681-17	oqxa	2	99.4	100	37001	38176
804681-17	ISEc14_IS3_IS51	2	97.17	94.64988198	31080	32282
804681-17	oqxa	2	99.4	100	37001	38176
804681-17	ISEc15_IS3_IS51	2	80.96	100.3252033	31080	32309
804681-17	oqxa	2	99.4	100	37001	38176
804681-17	ISEc24_IS3_IS51	2	80.97	99.10569106	31094	32309
805480-18	oqxa	13	99.4	100	37001	38176
805480-18	ISEam1_IS3_IS51	13	91.1	97.72357724	31080	32280
805480-18	oqxa	13	99.4	100	37001	38176
805480-18	ISEc14_IS3_IS51	13	97.17	94.64988198	31080	32282
805480-18	oqxa	13	99.4	100	37001	38176
805480-18	ISEc15_IS3_IS51	13	80.96	100.3252033	31080	32309
805480-18	oqxa	13	99.4	100	37001	38176
805480-18	ISEc24_IS3_IS51	13	80.97	99.10569106	31094	32309
806241-18	oqxa	12	99.4	100	130646	129471
806241-18	ISEam1_IS3_IS51	12	91.1	97.72357724	136567	135367
806241-18	oqxa	12	99.4	100	130646	129471
806241-18	ISEc14_IS3_IS51	12	97.17	94.64988198	136567	135365
806241-18	oqxa	12	99.4	100	130646	129471
806241-18	ISEc15_IS3_IS51	12	80.96	100.3252033	136567	135338
806241-18	oqxa	12	99.4	100	130646	129471
806241-18	ISEc24_IS3_IS51	12	80.97	99.10569106	136553	135338
806469-17	oqxa	3	99.4	100	424864	423689
806469-17	ISEam1_IS3_IS51	3	91.1	97.72357724	430785	429585
806469-17	oqxa	3	99.4	100	424864	423689
806469-17	ISEc14_IS3_IS51	3	97.17	94.64988198	430785	429583
806469-17	oqxa	3	99.4	100	424864	423689
806469-17	ISEc15_IS3_IS51	3	80.96	100.3252033	430785	429556
806469-17	oqxa	3	99.4	100	424864	423689
806469-17	ISEc24_IS3_IS51	3	80.97	99.10569106	430771	429556
807011-18	oqxa	11	99.49	100	7863	9038
807011-18	IS1351_IS3_IS407	11	92.29	100	1178	2383
807011-18	oqxa	11	99.49	100	7863	9038
807011-18	ISEcl10_IS3_IS407	11	94.61	100	1178	2383
90CM2	oqxa	3	99.4	100	385227	384052
90CM2	IS1351_IS3_IS407	3	91.47	100	393200	394393
90CM2	oqxa	3	99.4	100	385227	384052
90CM2	ISEcl10_IS3_IS407	3	92.96	100	393200	394393
BC-BB1138-I	oqxa	2	99.4	100	42126	43301
BC-BB1138-I	IS1351_IS3_IS407	2	91.38	100	34153	32960
BC-BB1138-I	oqxa	2	99.4	100	42126	43301
BC-BB1138-I	ISEcl10_IS3_IS407	2	92.87	100	34153	32960
BMP032	oqxa	1	99.49	100	692461	691286
BMP032	IS1351_IS3_IS407	1	92.29	100	699146	697941
BMP032	oqxa	1	99.49	100	692461	691286
BMP032	ISEcl10_IS3_IS407	1	94.61	100	699146	697941
BMP1228	oqxa	2	99.4	100	423195	422020
BMP1228	ISEam1_IS3_IS51	2	91.1	97.72357724	429116	427916
BMP1228	oqxa	2	99.4	100	423195	422020
BMP1228	ISEc14_IS3_IS51	2	97.17	94.64988198	429116	427914
BMP1228	oqxa	2	99.4	100	423195	422020
BMP1228	ISEc15_IS3_IS51	2	80.96	100.3252033	429116	427887
BMP1228	oqxa	2	99.4	100	423195	422020
BMP1228	ISEc24_IS3_IS51	2	80.97	99.10569106	429102	427887
BMP446	oqxa	3	99.4	100	424864	423689
BMP446	ISEam1_IS3_IS51	3	91.1	97.72357724	430785	429585
BMP446	oqxa	3	99.4	100	424864	423689
BMP446	ISEc14_IS3_IS51	3	97.17	94.64988198	430785	429583
BMP446	oqxa	3	99.4	100	424864	423689
BMP446	ISEc15_IS3_IS51	3	80.96	100.3252033	430785	429556
BMP446	oqxa	3	99.4	100	424864	423689
BMP446	ISEc24_IS3_IS51	3	80.97	99.10569106	430771	429556
BMP450	oqxa	3	99.4	100	424864	423689
BMP450	ISEam1_IS3_IS51	3	91.1	97.72357724	430785	429585
BMP450	oqxa	3	99.4	100	424864	423689
BMP450	ISEc14_IS3_IS51	3	97.17	94.64988198	430785	429583
BMP450	oqxa	3	99.4	100	424864	423689
BMP450	ISEc15_IS3_IS51	3	80.96	100.3252033	430785	429556
BMP450	oqxa	3	99.4	100	424864	423689
BMP450	ISEc24_IS3_IS51	3	80.97	99.10569106	430771	429556
BMP597	oqxa	4	99.4	100	424864	423689
BMP597	ISEam1_IS3_IS51	4	91.1	97.72357724	430785	429585
BMP597	oqxa	4	99.4	100	424864	423689
BMP597	ISEc14_IS3_IS51	4	97.17	94.64988198	430785	429583
BMP597	oqxa	4	99.4	100	424864	423689
BMP597	ISEc15_IS3_IS51	4	80.96	100.3252033	430785	429556
BMP597	oqxa	4	99.4	100	424864	423689
BMP597	ISEc24_IS3_IS51	4	80.97	99.10569106	430771	429556
BMP617	oqxa	7	99.49	100	7668	8843
BMP617	ISEhe3_IS3_IS51	7	87.4	100.081367	1627	399
BMP689	oqxa	2	99.4	100	424864	423689
BMP689	ISEam1_IS3_IS51	2	91.1	97.72357724	430785	429585
BMP689	oqxa	2	99.4	100	424864	423689
BMP689	ISEc14_IS3_IS51	2	97.17	94.64988198	430785	429583
BMP689	oqxa	2	99.4	100	424864	423689
BMP689	ISEc15_IS3_IS51	2	80.96	100.3252033	430785	429556
BMP689	oqxa	2	99.4	100	424864	423689
BMP689	ISEc24_IS3_IS51	2	80.97	99.10569106	430771	429556
BMP690	oqxa	2	99.4	100	424864	423689
BMP690	ISEam1_IS3_IS51	2	91.1	97.72357724	430785	429585
BMP690	oqxa	2	99.4	100	424864	423689
BMP690	ISEc14_IS3_IS51	2	97.17	94.64988198	430785	429583
BMP690	oqxa	2	99.4	100	424864	423689
BMP690	ISEc15_IS3_IS51	2	80.96	100.3252033	430785	429556
BMP690	oqxa	2	99.4	100	424864	423689
BMP690	ISEc24_IS3_IS51	2	80.97	99.10569106	430771	429556
BMP732	oqxa	2	99.4	100	37001	38176
BMP732	ISEam1_IS3_IS51	2	91.1	97.72357724	31080	32280
BMP732	oqxa	2	99.4	100	37001	38176
BMP732	ISEc14_IS3_IS51	2	97.17	94.64988198	31080	32282
BMP732	oqxa	2	99.4	100	37001	38176
BMP732	ISEc15_IS3_IS51	2	80.96	100.3252033	31080	32309
BMP732	oqxa	2	99.4	100	37001	38176
BMP732	ISEc24_IS3_IS51	2	80.97	99.10569106	31094	32309
BMP795	oqxa	8	99.57	100	42110	43285
BMP795	IS1351_IS3_IS407	8	92.21	100	34136	32930
BMP795	oqxa	8	99.57	100	42110	43285
BMP795	ISEcl10_IS3_IS407	8	93.79	100	34136	32930
BMP797	oqxa	7	99.57	100	214390	213215
BMP797	IS1351_IS3_IS407	7	92.21	100	222364	223570
BMP797	oqxa	7	99.57	100	214390	213215
BMP797	ISEcl10_IS3_IS407	7	93.79	100	222364	223570
BMP905	oqxa	1	99.49	100	692452	691277
BMP905	IS1351_IS3_IS407	1	92.29	100	699137	697932
BMP905	oqxa	1	99.49	100	692452	691277
BMP905	ISEcl10_IS3_IS407	1	94.61	100	699137	697932
BMP918	oqxa	11	99.23	100	102603	101428
BMP918	ISEam1_IS3_IS51	11	91.1	97.72357724	108524	107324
BMP918	oqxa	11	99.23	100	102603	101428
BMP918	ISEc14_IS3_IS51	11	97.34	94.64988198	108524	107322
BMP918	oqxa	11	99.23	100	102603	101428
BMP918	ISEc15_IS3_IS51	11	80.96	100.3252033	108524	107295
BMP918	oqxa	11	99.23	100	102603	101428
BMP918	ISEc24_IS3_IS51	11	80.97	99.10569106	108510	107295
BMP920	oqxa	3	99.4	100	37001	38176
BMP920	ISEam1_IS3_IS51	3	91.1	97.72357724	31080	32280
BMP920	oqxa	3	99.4	100	37001	38176
BMP920	ISEc14_IS3_IS51	3	97.17	94.64988198	31080	32282
BMP920	oqxa	3	99.4	100	37001	38176
BMP920	ISEc15_IS3_IS51	3	80.96	100.3252033	31080	32309
BMP920	oqxa	3	99.4	100	37001	38176
BMP920	ISEc24_IS3_IS51	3	80.97	99.10569106	31094	32309
C0106	oqxa	3	99.4	100	52285	53460
C0106	IS1351_IS3_IS407	3	91.3	100	44312	43119
C0106	oqxa	3	99.4	100	52285	53460
C0106	ISEcl10_IS3_IS407	3	92.79	100	44312	43119
C0196	oqxa	5	99.15	100	4452	5627
C0196	IS1230B_IS3_IS3	5	95.88	101.2841091	178	1436
C0196	oqxa	5	99.15	100	4452	5627
C0196	IS3_IS3_IS3	5	82.57	100.7949126	178	1436
C0196	oqxa	5	99.15	100	4452	5627
C0196	IS3F_IS3_IS3	5	82.6	100.9538951	178	1436
C0196	oqxa	5	99.15	100	4452	5627
C0196	IS3H_IS3_IS3	5	80.9	100.8723236	178	1436
C0196	oqxa	5	99.15	100	4452	5627
C0196	ISEal1_IS3_IS3	5	82.67	101.5261044	178	1436
C0196	oqxa	5	99.15	100	4452	5627
C0196	ISEc16_IS3_IS3	5	81.24	101.5273312	178	1436
C0196	oqxa	5	99.15	100	4452	5627
C0196	ISEc17_IS3_IS3	5	82.62	100.63593	178	1436
C0196	oqxa	5	99.15	100	4452	5627
C0196	ISPeat2_IS3_IS3	5	81.09	101.607717	178	1436
C0196	oqxa	5	99.15	100	4452	5627
C0196	ISSty2_IS3_IS3	5	96.51	100.1588562	178	1436
C0302	oqxa	17	94.13	100	46297	47472
C0302	ISEch12_IS3_IS407	17	89.27	100	40446	39237
C0302	oqxa	17	94.13	100	46297	47472
C0302	ISKpn54_IS3_IS407	17	98.84	100	40446	39237
C0323	oqxa	4	99.4	100	398788	397613
C0323	IS1351_IS3_IS407	4	91.47	100	406761	407954
C0323	oqxa	4	99.4	100	398788	397613
C0323	ISEcl10_IS3_IS407	4	92.96	100	406761	407954
C0466	oqxa	2	99.4	100	49881	51056
C0466	ISEhe3_IS3_IS51	2	87.4	100.081367	43827	42599
C0598	oqxa	1	99.49	100	680619	679444
C0598	IS1351_IS3_IS407	1	92.29	100	687304	686099
C0598	oqxa	1	99.49	100	680619	679444
C0598	ISEcl10_IS3_IS407	1	94.61	100	687304	686099
CAVP32	oqxa	2	99.66	100	385027	383852
CAVP32	ISEch12_IS3_IS407	2	90.59	100	394209	392999
CAVP32	oqxa	2	99.66	100	385027	383852
CAVP32	ISKpn54_IS3_IS407	2	95.13	100	394209	392999
ERR3440341	oqxa	1	99.49	100	694199	693024
ERR3440341	IS1351_IS3_IS407	1	92.29	100	700884	699679
ERR3440341	oqxa	1	99.49	100	694199	693024
ERR3440341	ISEcl10_IS3_IS407	1	94.61	100	700884	699679
ERR3440359	oqxa	2	99.4	100	54136	55311
ERR3440359	IS1351_IS3_IS407	2	92.13	100	46164	44958
ERR3440359	oqxa	2	99.4	100	54136	55311
ERR3440359	ISEcl10_IS3_IS407	2	93.7	100	46164	44958
ERR3440364	oqxa	4	99.4	100	42126	43301
ERR3440364	IS1351_IS3_IS407	4	91.47	100	34153	32960
ERR3440364	oqxa	4	99.4	100	42126	43301
ERR3440364	ISEcl10_IS3_IS407	4	92.96	100	34153	32960
ERR3440367	oqxa	7	99.4	100	305873	304698
ERR3440367	IS1351_IS3_IS407	7	91.47	100	313846	315039
ERR3440367	oqxa	7	99.4	100	305873	304698
ERR3440367	ISEcl10_IS3_IS407	7	92.96	100	313846	315039
ERR3440400	oqxa	24	99.4	100	37001	38176
ERR3440400	ISEam1_IS3_IS51	24	91.1	97.72357724	31080	32280
ERR3440400	oqxa	24	99.4	100	37001	38176
ERR3440400	ISEc14_IS3_IS51	24	97.17	94.64988198	31080	32282
ERR3440400	oqxa	24	99.4	100	37001	38176
ERR3440400	ISEc15_IS3_IS51	24	80.96	100.3252033	31080	32309
ERR3440400	oqxa	24	99.4	100	37001	38176
ERR3440400	ISEc24_IS3_IS51	24	80.97	99.10569106	31094	32309
ERR3440418	oqxa	3	99.4	100	37001	38176
ERR3440418	ISEam1_IS3_IS51	3	91.1	97.72357724	31080	32280
ERR3440418	oqxa	3	99.4	100	37001	38176
ERR3440418	ISEc14_IS3_IS51	3	97.17	94.64988198	31080	32282
ERR3440418	oqxa	3	99.4	100	37001	38176
ERR3440418	ISEc15_IS3_IS51	3	80.96	100.3252033	31080	32309
ERR3440418	oqxa	3	99.4	100	37001	38176
ERR3440418	ISEc24_IS3_IS51	3	80.97	99.10569106	31094	32309
ERR3440425	oqxa	2	99.32	100	680575	679400
ERR3440425	IS1351_IS3_IS407	2	92.29	100	687260	686055
ERR3440425	oqxa	2	99.32	100	680575	679400
ERR3440425	ISEcl10_IS3_IS407	2	94.61	100	687260	686055
ERR3440427	oqxa	4	99.4	100	348926	347751
ERR3440427	IS1351_IS3_IS407	4	91.47	100	356899	358092
ERR3440427	oqxa	4	99.4	100	348926	347751
ERR3440427	ISEcl10_IS3_IS407	4	92.96	100	356899	358092
ERR3448864	oqxa	4	99.4	100	348926	347751
ERR3448864	IS1351_IS3_IS407	4	91.47	100	356899	358092
ERR3448864	oqxa	4	99.4	100	348926	347751
ERR3448864	ISEcl10_IS3_IS407	4	92.96	100	356899	358092
ERR3448866	oqxa	4	99.4	100	348926	347751
ERR3448866	IS1351_IS3_IS407	4	91.47	100	356899	358092
ERR3448866	oqxa	4	99.4	100	348926	347751
ERR3448866	ISEcl10_IS3_IS407	4	92.96	100	356899	358092
ERR3448869	oqxa	3	99.4	100	424862	423687
ERR3448869	ISEam1_IS3_IS51	3	91.1	97.72357724	430783	429583
ERR3448869	oqxa	3	99.4	100	424862	423687
ERR3448869	ISEc14_IS3_IS51	3	97.17	94.64988198	430783	429581
ERR3448869	oqxa	3	99.4	100	424862	423687
ERR3448869	ISEc15_IS3_IS51	3	80.96	100.3252033	430783	429554
ERR3448869	oqxa	3	99.4	100	424862	423687
ERR3448869	ISEc24_IS3_IS51	3	80.97	99.10569106	430769	429554
ERR3448878	oqxa	2	99.4	100	424889	423714
ERR3448878	ISEam1_IS3_IS51	2	91.1	97.72357724	430810	429610
ERR3448878	oqxa	2	99.4	100	424889	423714
ERR3448878	ISEc14_IS3_IS51	2	97.17	94.64988198	430810	429608
ERR3448878	oqxa	2	99.4	100	424889	423714
ERR3448878	ISEc15_IS3_IS51	2	80.96	100.3252033	430810	429581
ERR3448878	oqxa	2	99.4	100	424889	423714
ERR3448878	ISEc24_IS3_IS51	2	80.97	99.10569106	430796	429581
ERR3448879	oqxa	2	99.4	100	424889	423714
ERR3448879	ISEam1_IS3_IS51	2	91.1	97.72357724	430810	429610
ERR3448879	oqxa	2	99.4	100	424889	423714
ERR3448879	ISEc14_IS3_IS51	2	97.17	94.64988198	430810	429608
ERR3448879	oqxa	2	99.4	100	424889	423714
ERR3448879	ISEc15_IS3_IS51	2	80.96	100.3252033	430810	429581
ERR3448879	oqxa	2	99.4	100	424889	423714
ERR3448879	ISEc24_IS3_IS51	2	80.97	99.10569106	430796	429581
ERR3448880	oqxa	3	99.4	100	42126	43301
ERR3448880	IS1351_IS3_IS407	3	91.47	100	34153	32960
ERR3448880	oqxa	3	99.4	100	42126	43301
ERR3448880	ISEcl10_IS3_IS407	3	92.96	100	34153	32960
ERR3448893	oqxa	22	99.4	100	14262	13087
ERR3448893	ISEam1_IS3_IS51	22	91.1	97.72357724	20183	18983
ERR3448893	oqxa	22	99.4	100	14262	13087
ERR3448893	ISEc14_IS3_IS51	22	97.17	94.64988198	20183	18981
ERR3448893	oqxa	22	99.4	100	14262	13087
ERR3448893	ISEc15_IS3_IS51	22	80.96	100.3252033	20183	18954
ERR3448893	oqxa	22	99.4	100	14262	13087
ERR3448893	ISEc24_IS3_IS51	22	80.97	99.10569106	20169	18954
ERR3448894	oqxa	6	99.49	100	384179	383004
ERR3448894	IS1351_IS3_IS407	6	92.29	100	390864	389659
ERR3448894	oqxa	6	99.49	100	384179	383004
ERR3448894	ISEcl10_IS3_IS407	6	94.61	100	390864	389659
ERR3448909	oqxa	4	99.4	100	42126	43301
ERR3448909	IS1351_IS3_IS407	4	91.47	100	34153	32960
ERR3448909	oqxa	4	99.4	100	42126	43301
ERR3448909	ISEcl10_IS3_IS407	4	92.96	100	34153	32960
ERR3448910	oqxa	4	99.4	100	42126	43301
ERR3448910	IS1351_IS3_IS407	4	91.47	100	34153	32960
ERR3448910	oqxa	4	99.4	100	42126	43301
ERR3448910	ISEcl10_IS3_IS407	4	92.96	100	34153	32960
ERR3448911	oqxa	3	99.49	100	74617	75792
ERR3448911	IS1351_IS3_IS407	3	92.29	100	67932	69137
ERR3448911	oqxa	3	99.49	100	74617	75792
ERR3448911	ISEcl10_IS3_IS407	3	94.61	100	67932	69137
ERR3448920	oqxa	4	99.4	100	348926	347751
ERR3448920	IS1351_IS3_IS407	4	91.47	100	356899	358092
ERR3448920	oqxa	4	99.4	100	348926	347751
ERR3448920	ISEcl10_IS3_IS407	4	92.96	100	356899	358092
ERR3448922	oqxa	3	99.4	100	42126	43301
ERR3448922	IS1351_IS3_IS407	3	91.47	100	34153	32960
ERR3448922	oqxa	3	99.4	100	42126	43301
ERR3448922	ISEcl10_IS3_IS407	3	92.96	100	34153	32960
ERR3448946	oqxa	3	99.4	100	398922	397747
ERR3448946	IS1230B_IS3_IS3	3	95.88	101.2841091	403196	401938
ERR3448946	oqxa	3	99.4	100	398922	397747
ERR3448946	IS3_IS3_IS3	3	82.57	100.7949126	403196	401938
ERR3448946	oqxa	3	99.4	100	398922	397747
ERR3448946	IS3F_IS3_IS3	3	82.6	100.9538951	403196	401938
ERR3448946	oqxa	3	99.4	100	398922	397747
ERR3448946	IS3H_IS3_IS3	3	80.9	100.8723236	403196	401938
ERR3448946	oqxa	3	99.4	100	398922	397747
ERR3448946	ISEal1_IS3_IS3	3	82.67	101.5261044	403196	401938
ERR3448946	oqxa	3	99.4	100	398922	397747
ERR3448946	ISEc16_IS3_IS3	3	81.24	101.5273312	403196	401938
ERR3448946	oqxa	3	99.4	100	398922	397747
ERR3448946	ISEc17_IS3_IS3	3	82.62	100.63593	403196	401938
ERR3448946	oqxa	3	99.4	100	398922	397747
ERR3448946	ISPeat2_IS3_IS3	3	81.09	101.607717	403196	401938
ERR3448946	oqxa	3	99.4	100	398922	397747
ERR3448946	ISSty2_IS3_IS3	3	96.51	100.1588562	403196	401938
ERR3448947	oqxa	23	99.4	100	14262	13087
ERR3448947	ISEam1_IS3_IS51	23	91.1	97.72357724	20183	18983
ERR3448947	oqxa	23	99.4	100	14262	13087
ERR3448947	ISEc14_IS3_IS51	23	97.17	94.64988198	20183	18981
ERR3448947	oqxa	23	99.4	100	14262	13087
ERR3448947	ISEc15_IS3_IS51	23	80.96	100.3252033	20183	18954
ERR3448947	oqxa	23	99.4	100	14262	13087
ERR3448947	ISEc24_IS3_IS51	23	80.97	99.10569106	20169	18954
ERR3448951	oqxa	4	99.4	100	42126	43301
ERR3448951	IS1351_IS3_IS407	4	91.47	100	34153	32960
ERR3448951	oqxa	4	99.4	100	42126	43301
ERR3448951	ISEcl10_IS3_IS407	4	92.96	100	34153	32960
ERR3448978	oqxa	26	99.4	100	42935	44110
ERR3448978	IS1230B_IS3_IS3	26	95.8	101.2841091	38661	39919
ERR3448978	oqxa	26	99.4	100	42935	44110
